step,scenario,sheep_id,x,y,vx,vy,speed,state,energy,last_food_intake,cumulative_food,path_length
0,scarce,0,120.49221621955182,73.93166483645483,0.4419503453676283,1.422195691897153,1.4892819389965715,travelling,0.8480317898671037,0.0,0.0,1.4892819389965772
0,scarce,1,118.66976921454302,67.77880301250303,1.488287223323841,-0.05442274076523478,1.4892819389965717,travelling,0.8480317898671037,0.0,0.0,1.4892819389965681
0,scarce,2,98.03316325606293,68.81000667095921,0.3274664335678372,1.4528339301887705,1.4892819389965717,travelling,0.8480317898671037,0.0,0.0,1.4892819389965746
0,scarce,3,104.17382270393492,86.72451273027056,0.948884069937928,1.1478587524775952,1.4892819389965715,travelling,0.8480317898671037,0.0,0.0,1.4892819389965695
0,scarce,4,113.3215624380456,76.17347273372627,1.450754312460549,-0.33655997786205594,1.4892819389965717,travelling,0.8480317898671037,0.0,0.0,1.4892819389965681
0,scarce,5,108.75769321129934,89.91357265035637,1.1261192126648847,-0.9745851490190109,1.4892819389965715,travelling,0.8480317898671037,0.0,0.0,1.489281938996572
0,scarce,6,118.46355353882784,91.22766670868717,1.4000293514862612,-0.5078173971009136,1.4892819389965717,travelling,0.8480317898671037,0.0,0.0,1.4892819389965757
0,scarce,7,101.27035997042942,71.43123768952881,-0.4549673302378658,1.4180851251732445,1.4892819389965715,travelling,0.8480317898671037,0.0,0.0,1.4892819389965752
0,scarce,8,108.7444324091558,58.9884463409102,0.43460045891486804,-1.424458891977011,1.4892819389965715,travelling,0.8480317898671037,0.0,0.0,1.4892819389965726
0,scarce,9,121.33837167126077,60.63223464478048,1.4209442838592041,-0.44595743741891036,1.4892819389965717,travelling,0.8480317898671037,0.0,0.0,1.4892819389965677
0,scarce,10,106.66021186387097,71.00765365663779,1.4856264942555613,0.10428141439066957,1.4892819389965715,travelling,0.8480317898671037,0.0,0.0,1.4892819389965657
0,scarce,11,112.40075336535975,70.99247255350735,1.4875267517627329,0.07228316962890219,1.4892819389965715,travelling,0.8480317898671037,0.0,0.0,1.4892819389965681
0,scarce,12,103.51945110099494,72.98215274116795,0.009156801571198865,1.489253788582179,1.4892819389965717,travelling,0.8480317898671037,0.0,0.0,1.4892819389965677
0,scarce,13,114.22601783876364,79.24149708663344,1.1482498805684114,0.9484107262130773,1.4892819389965715,travelling,0.8480317898671037,0.0,0.0,1.4892819389965777
0,scarce,14,112.42537570210506,74.91997721004005,0.8861337100877172,1.196966057023993,1.4892819389965715,travelling,0.8480317898671037,0.0,0.0,1.489281938996578
0,scarce,15,126.11596948237455,62.07429364226867,-0.022368916743701527,1.489113939692024,1.4892819389965717,travelling,0.8480317898671037,0.0,0.0,1.4892819389965726
0,scarce,16,119.5376558716532,84.50192857216966,1.140427948360995,-0.957802061189325,1.4892819389965715,travelling,0.8480317898671037,0.0,0.0,1.4892819389965717
0,scarce,17,117.02505772158422,75.74626527233714,1.4767302830787372,0.19294653368117354,1.4892819389965715,travelling,0.8480317898671037,0.0,0.0,1.4892819389965724
